Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,HxG,AxG,League,Season
SC0,03/02/2026,20:00,St Mirren,Hearts,1,0,H,0,0,D,S McLean,21,5,5,2,7,2,1,1,0,1,,,SC0,2526
SC0,04/02/2026,19:45,Hibernian,Dundee United,3,2,H,1,0,H,C Steven,20,16,3,4,4,6,2,0,0,0,,,SC0,2526
SC0,04/02/2026,19:45,Livingston,Falkirk,1,2,A,0,2,A,M MacDermid,10,16,3,3,6,4,3,4,0,0,,,SC0,2526
SC0,04/02/2026,19:45,Rangers,Kilmarnock,5,1,H,1,0,H,D Dickinson,28,8,11,2,10,1,1,1,0,0,,,SC0,2526
SC0,10/02/2026,20:00,Hearts,Hibernian,1,0,H,0,0,D,N Walsh,11,5,2,1,4,8,0,3,0,0,,,SC0,2526
SC0,11/02/2026,19:45,Celtic,Livingston,2,1,H,1,0,H,C Scott,29,4,12,2,10,3,2,3,0,0,,,SC0,2526
SC0,11/02/2026,19:45,Falkirk,Dundee,1,0,H,0,0,D,D Dickinson,16,15,3,4,4,4,3,1,0,0,,,SC0,2526
SC0,11/02/2026,19:45,Kilmarnock,St Mirren,4,3,H,2,1,H,G Irvine,20,15,7,7,9,4,1,3,0,0,,,SC0,2526
SC0,11/02/2026,20:00,Motherwell,Rangers,1,1,D,0,1,A,S McLean,18,10,5,4,6,3,2,5,0,0,,,SC0,2526
SC0,14/02/2026,15:00,Dundee,Livingston,2,2,D,2,2,D,N Walsh,16,16,7,3,10,2,2,2,0,0,,,SC0,2526
SC0,14/02/2026,15:00,Falkirk,Dundee United,2,3,A,1,1,D,R Lee,10,14,4,5,4,5,0,3,1,0,,,SC0,2526
SC0,14/02/2026,15:00,Hibernian,St Mirren,2,0,H,1,0,H,D McFarlane,13,7,6,2,6,8,0,3,0,0,,,SC0,2526
SC0,15/02/2026,14:00,Kilmarnock,Celtic,2,3,A,2,0,H,D Nicolson,17,24,7,10,6,7,1,3,0,0,,,SC0,2526
SC0,15/02/2026,14:30,Motherwell,Aberdeen,2,0,H,1,0,H,D Dickinson,18,10,8,2,4,2,1,6,0,0,,,SC0,2526
SC0,15/02/2026,16:30,Rangers,Hearts,4,2,H,2,2,D,D Robertson,19,7,4,3,7,3,4,3,0,0,,,SC0,2526
SC0,21/02/2026,15:00,Aberdeen,Dundee,2,3,A,1,2,A,S McLean,11,23,4,7,2,9,3,2,1,0,,,SC0,2526
SC0,21/02/2026,15:00,Dundee United,Kilmarnock,1,1,D,0,0,D,J Beaton,12,8,4,2,6,3,1,3,0,1,,,SC0,2526
SC0,21/02/2026,15:00,Hearts,Falkirk,1,0,H,1,0,H,D Nicolson,17,8,4,2,8,4,1,3,0,0,,,SC0,2526
SC0,21/02/2026,19:30,St Mirren,Motherwell,0,5,A,0,2,A,C Scott,11,17,5,6,4,7,4,0,1,0,,,SC0,2526
SC0,22/02/2026,15:00,Celtic,Hibernian,1,2,A,1,1,D,M MacDermid,21,8,3,4,11,1,2,1,1,0,,,SC0,2526
SC0,22/02/2026,15:00,Livingston,Rangers,2,2,D,1,0,H,R Lee,5,31,3,14,3,15,3,2,1,0,,,SC0,2526
SC0,24/02/2026,19:45,Dundee United,Aberdeen,0,0,D,0,0,D,D Robertson,15,12,2,2,4,6,0,0,0,0,,,SC0,2526
SC0,28/02/2026,15:00,Dundee,Hibernian,3,3,D,1,1,D,R Hardie,10,13,4,6,6,6,1,4,0,0,,,SC0,2526
SC0,28/02/2026,15:00,Falkirk,Kilmarnock,5,1,H,3,1,H,C Steven,20,6,10,3,3,2,3,2,0,0,,,SC0,2526
SC0,28/02/2026,15:00,Hearts,Aberdeen,1,0,H,1,0,H,K Clancy,21,5,7,0,7,4,3,5,0,0,,,SC0,2526
SC0,28/02/2026,15:00,Livingston,St Mirren,1,1,D,0,1,A,D Robertson,10,12,3,2,7,2,1,2,0,0,,,SC0,2526
SC0,28/02/2026,15:00,Motherwell,Dundee United,2,0,H,1,0,H,N Walsh,16,7,5,3,5,3,2,3,0,0,,,SC0,2526
SC0,01/03/2026,12:00,Rangers,Celtic,2,2,D,2,0,H,J Beaton,12,17,3,7,6,7,2,1,0,0,,,SC0,2526
SC0,03/03/2026,19:45,Dundee United,St Mirren,2,1,H,1,0,H,M MacDermid,18,9,4,2,8,4,2,1,0,0,,,SC0,2526
SC0,04/03/2026,20:00,Aberdeen,Celtic,1,2,A,1,1,D,N Walsh,8,18,2,4,6,6,2,2,0,0,,,SC0,2526
